R1,R2,R3,R4,marker
GREEN,GREEN,GREEN,YELLOW,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,YELLOW,YELLOW,RED,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
YELLOW,YELLOW,YELLOW,RED,4
GREEN,GREEN,GREEN,YELLOW,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
YELLOW,YELLOW,YELLOW,RED,4
YELLOW,YELLOW,YELLOW,RED,4
YELLOW,GREEN,YELLOW,YELLOW,4
GREEN,GREEN,GREEN,YELLOW,4
GREEN,GREEN,RED,YELLOW,4
RED,YELLOW,YELLOW,RED,4
YELLOW,GREEN,YELLOW,YELLOW,4
YELLOW,GREEN,YELLOW,YELLOW,4
YELLOW,GREEN,GREEN,YELLOW,4
GREEN,GREEN,GREEN,YELLOW,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
YELLOW,YELLOW,YELLOW,RED,4
YELLOW,YELLOW,YELLOW,YELLOW,4
GREEN,GREEN,GREEN,YELLOW,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,RED,RED,4
RED,RED,YELLOW,RED,4
YELLOW,YELLOW,GREEN,YELLOW,4
YELLOW,GREEN,YELLOW,YELLOW,4
YELLOW,GREEN,YELLOW,YELLOW,4
YELLOW,GREEN,YELLOW,YELLOW,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
GREEN,GREEN,GREEN,GREEN,4
RED,RED,RED,RED,3
RED,RED,RED,RED,3
YELLOW,YELLOW,YELLOW,YELLOW,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
RED,RED,RED,RED,3
RED,RED,RED,RED,3
RED,RED,RED,RED,3
RED,RED,RED,RED,3
RED,RED,RED,RED,3
RED,YELLOW,RED,RED,3
YELLOW,YELLOW,GREEN,GREEN,3
YELLOW,YELLOW,GREEN,GREEN,3
GREEN,GREEN,YELLOW,YELLOW,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
RED,RED,RED,RED,3
RED,RED,RED,RED,3
YELLOW,YELLOW,YELLOW,YELLOW,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
RED,RED,RED,RED,3
YELLOW,RED,RED,RED,3
RED,RED,RED,RED,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
GREEN,GREEN,GREEN,GREEN,3
YELLOW,YELLOW,RED,RED,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,GREEN,GREEN,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
GREEN,GREEN,GREEN,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
RED,RED,GREEN,YELLOW,2
YELLOW,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
GREEN,YELLOW,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
YELLOW,YELLOW,YELLOW,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
YELLOW,RED,RED,RED,2
YELLOW,RED,RED,RED,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
YELLOW,RED,RED,RED,2
YELLOW,RED,RED,RED,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
YELLOW,RED,RED,RED,2
RED,YELLOW,YELLOW,YELLOW,2
GREEN,YELLOW,GREEN,YELLOW,2
GREEN,GREEN,GREEN,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
YELLOW,RED,RED,RED,2
YELLOW,RED,RED,RED,2
YELLOW,YELLOW,GREEN,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,YELLOW,2
GREEN,GREEN,GREEN,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
YELLOW,YELLOW,YELLOW,YELLOW,2
GREEN,YELLOW,GREEN,YELLOW,2
GREEN,YELLOW,GREEN,GREEN,2
GREEN,YELLOW,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
RED,YELLOW,YELLOW,RED,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,RED,YELLOW,YELLOW,2
YELLOW,RED,YELLOW,YELLOW,2
RED,YELLOW,RED,RED,2
GREEN,YELLOW,YELLOW,RED,2
GREEN,YELLOW,YELLOW,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
YELLOW,RED,RED,RED,2
YELLOW,YELLOW,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
YELLOW,RED,RED,YELLOW,2
RED,RED,RED,YELLOW,2
RED,RED,RED,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
YELLOW,YELLOW,YELLOW,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
RED,RED,RED,RED,2
RED,RED,GREEN,YELLOW,2
YELLOW,GREEN,YELLOW,YELLOW,2
YELLOW,GREEN,YELLOW,GREEN,2
YELLOW,GREEN,YELLOW,YELLOW,2
YELLOW,GREEN,YELLOW,YELLOW,2
YELLOW,GREEN,YELLOW,YELLOW,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,2
YELLOW,RED,RED,RED,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
GREEN,GREEN,GREEN,GREEN,2
RED,RED,RED,RED,1
YELLOW,YELLOW,YELLOW,YELLOW,1
YELLOW,YELLOW,YELLOW,YELLOW,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
RED,RED,RED,RED,1
RED,RED,RED,RED,1
RED,YELLOW,RED,RED,1
RED,YELLOW,RED,RED,1
YELLOW,RED,RED,RED,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
RED,RED,RED,RED,1
YELLOW,YELLOW,YELLOW,YELLOW,1
GREEN,GREEN,YELLOW,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
RED,RED,RED,RED,1
RED,RED,RED,RED,1
RED,RED,GREEN,YELLOW,1
GREEN,YELLOW,GREEN,YELLOW,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
RED,RED,RED,RED,1
RED,RED,RED,RED,1
RED,YELLOW,YELLOW,RED,1
YELLOW,YELLOW,YELLOW,YELLOW,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
RED,RED,RED,RED,1
RED,RED,RED,RED,1
GREEN,GREEN,GREEN,YELLOW,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
YELLOW,YELLOW,YELLOW,YELLOW,1
YELLOW,YELLOW,YELLOW,YELLOW,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
RED,RED,RED,RED,1
RED,RED,RED,RED,1
RED,RED,RED,RED,1
GREEN,GREEN,GREEN,RED,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,1
GREEN,GREEN,GREEN,GREEN,41
YELLOW,YELLOW,YELLOW,YELLOW,41
GREEN,YELLOW,YELLOW,GREEN,41
GREEN,YELLOW,YELLOW,GREEN,41
GREEN,YELLOW,YELLOW,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
RED,RED,RED,RED,41
RED,RED,RED,RED,41
RED,RED,RED,RED,41
RED,RED,RED,RED,41
RED,RED,RED,RED,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
YELLOW,GREEN,GREEN,YELLOW,41
GREEN,GREEN,GREEN,GREEN,41
YELLOW,GREEN,GREEN,YELLOW,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
YELLOW,GREEN,GREEN,YELLOW,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
RED,RED,RED,RED,41
YELLOW,YELLOW,YELLOW,YELLOW,41
YELLOW,YELLOW,YELLOW,YELLOW,41
GREEN,GREEN,GREEN,GREEN,41
GREEN,GREEN,GREEN,GREEN,41
