index,marker,R1,R2,R3,R4
24505,12,GREEN,GREEN,GREEN,GREEN
24506,12,GREEN,GREEN,GREEN,GREEN
24507,12,GREEN,GREEN,GREEN,GREEN
24508,12,GREEN,GREEN,GREEN,GREEN
24509,12,GREEN,GREEN,GREEN,GREEN
24510,12,GREEN,GREEN,GREEN,GREEN
24511,12,GREEN,GREEN,GREEN,GREEN
24512,12,GREEN,GREEN,GREEN,GREEN
24513,12,GREEN,GREEN,GREEN,GREEN
24514,12,GREEN,GREEN,GREEN,GREEN
24515,12,GREEN,GREEN,GREEN,GREEN
24516,12,GREEN,GREEN,GREEN,GREEN
24517,12,GREEN,GREEN,GREEN,GREEN
24518,12,GREEN,GREEN,GREEN,GREEN
24519,12,GREEN,GREEN,GREEN,GREEN
24520,12,GREEN,GREEN,GREEN,GREEN
24521,12,GREEN,GREEN,GREEN,GREEN
24522,12,YELLOW,YELLOW,YELLOW,RED
24523,12,GREEN,GREEN,GREEN,YELLOW
24524,12,GREEN,GREEN,GREEN,GREEN
24525,12,GREEN,GREEN,GREEN,GREEN
24526,12,GREEN,GREEN,GREEN,GREEN
24527,12,GREEN,GREEN,GREEN,GREEN
24528,12,GREEN,GREEN,GREEN,GREEN
24529,12,GREEN,GREEN,GREEN,GREEN
24530,12,YELLOW,YELLOW,YELLOW,RED
24531,12,YELLOW,GREEN,YELLOW,RED
24532,12,GREEN,GREEN,GREEN,YELLOW
24533,12,GREEN,GREEN,GREEN,GREEN
24534,12,GREEN,GREEN,GREEN,GREEN
24535,12,GREEN,GREEN,GREEN,GREEN
24536,12,GREEN,GREEN,GREEN,GREEN
24537,12,GREEN,GREEN,GREEN,GREEN
24538,12,GREEN,GREEN,GREEN,GREEN
24539,12,GREEN,GREEN,GREEN,GREEN
24540,12,GREEN,GREEN,GREEN,GREEN
24541,12,GREEN,GREEN,GREEN,GREEN
24542,12,GREEN,GREEN,GREEN,GREEN
24543,12,GREEN,GREEN,GREEN,GREEN
24544,12,GREEN,GREEN,GREEN,GREEN
24545,12,GREEN,GREEN,GREEN,GREEN
24546,12,GREEN,GREEN,GREEN,GREEN
24547,12,GREEN,GREEN,GREEN,GREEN
24548,12,GREEN,GREEN,GREEN,GREEN
24549,12,GREEN,GREEN,GREEN,GREEN
24550,12,GREEN,GREEN,GREEN,GREEN
24551,12,GREEN,GREEN,GREEN,GREEN
24552,12,GREEN,GREEN,GREEN,GREEN
24553,12,GREEN,GREEN,GREEN,GREEN
24554,12,GREEN,GREEN,GREEN,GREEN
24555,12,GREEN,GREEN,GREEN,GREEN
24556,12,GREEN,GREEN,GREEN,GREEN
24557,12,GREEN,YELLOW,GREEN,GREEN
24558,12,GREEN,GREEN,GREEN,GREEN
24559,12,GREEN,GREEN,GREEN,GREEN
24560,12,GREEN,GREEN,GREEN,GREEN
24561,12,GREEN,GREEN,GREEN,GREEN
24562,12,GREEN,GREEN,GREEN,GREEN
24563,12,RED,YELLOW,YELLOW,GREEN
24564,12,RED,RED,YELLOW,YELLOW
24565,12,RED,RED,YELLOW,YELLOW
24566,12,RED,RED,YELLOW,YELLOW
24567,12,GREEN,GREEN,GREEN,YELLOW
24568,12,GREEN,GREEN,GREEN,GREEN
24569,12,GREEN,GREEN,GREEN,GREEN
24570,12,GREEN,GREEN,GREEN,GREEN
24571,12,GREEN,GREEN,GREEN,GREEN
24572,12,GREEN,GREEN,GREEN,GREEN
24573,12,GREEN,GREEN,GREEN,GREEN
24574,12,GREEN,GREEN,GREEN,GREEN
24575,12,GREEN,GREEN,GREEN,GREEN
24576,12,GREEN,GREEN,GREEN,GREEN
24577,12,GREEN,GREEN,GREEN,GREEN
24578,12,GREEN,GREEN,GREEN,GREEN
24579,12,GREEN,GREEN,GREEN,GREEN
24580,12,GREEN,GREEN,GREEN,GREEN
24581,12,GREEN,GREEN,GREEN,GREEN
24582,12,GREEN,GREEN,GREEN,GREEN
24583,12,GREEN,GREEN,GREEN,GREEN
24584,12,GREEN,GREEN,GREEN,GREEN
24585,12,GREEN,GREEN,GREEN,GREEN
24586,12,GREEN,GREEN,GREEN,GREEN
24587,12,GREEN,GREEN,GREEN,GREEN
24588,11,YELLOW,YELLOW,YELLOW,RED
24589,11,GREEN,GREEN,GREEN,GREEN
24590,11,GREEN,GREEN,GREEN,GREEN
24591,11,GREEN,GREEN,GREEN,GREEN
24592,11,GREEN,GREEN,GREEN,GREEN
24593,11,GREEN,GREEN,GREEN,GREEN
24594,11,RED,RED,YELLOW,YELLOW
24595,11,RED,RED,YELLOW,YELLOW
24596,11,GREEN,GREEN,GREEN,GREEN
24597,11,GREEN,GREEN,GREEN,GREEN
24598,11,GREEN,GREEN,GREEN,GREEN
24599,11,GREEN,GREEN,GREEN,GREEN
24600,11,GREEN,GREEN,GREEN,GREEN
24601,11,GREEN,GREEN,GREEN,GREEN
24602,11,GREEN,GREEN,GREEN,GREEN
24603,11,GREEN,GREEN,GREEN,GREEN
24604,11,GREEN,GREEN,GREEN,GREEN
24605,11,GREEN,GREEN,GREEN,GREEN
24606,11,GREEN,GREEN,GREEN,GREEN
24607,11,GREEN,GREEN,GREEN,GREEN
24608,11,GREEN,GREEN,GREEN,GREEN
24609,11,GREEN,GREEN,GREEN,GREEN
24610,11,GREEN,GREEN,GREEN,GREEN
24611,11,GREEN,GREEN,GREEN,GREEN
24612,11,GREEN,GREEN,GREEN,GREEN
24613,11,GREEN,GREEN,GREEN,GREEN
24614,11,GREEN,GREEN,GREEN,GREEN
24615,11,GREEN,GREEN,GREEN,GREEN
24616,11,GREEN,GREEN,GREEN,GREEN
24617,11,GREEN,GREEN,GREEN,GREEN
24618,11,GREEN,GREEN,GREEN,GREEN
24619,11,GREEN,GREEN,GREEN,GREEN
24620,11,GREEN,GREEN,GREEN,GREEN
24621,11,GREEN,GREEN,GREEN,GREEN
24622,11,GREEN,GREEN,GREEN,GREEN
24623,11,GREEN,GREEN,GREEN,GREEN
24624,11,GREEN,YELLOW,GREEN,GREEN
24625,11,GREEN,GREEN,GREEN,GREEN
24626,11,GREEN,GREEN,GREEN,GREEN
24627,11,GREEN,GREEN,GREEN,GREEN
24628,11,GREEN,GREEN,GREEN,GREEN
24629,11,GREEN,GREEN,GREEN,GREEN
24630,11,GREEN,GREEN,GREEN,GREEN
24631,11,GREEN,GREEN,GREEN,GREEN
24632,11,GREEN,GREEN,GREEN,GREEN
24633,11,GREEN,GREEN,GREEN,GREEN
24634,11,GREEN,GREEN,GREEN,GREEN
24635,11,GREEN,GREEN,GREEN,GREEN
24636,11,RED,RED,YELLOW,YELLOW
24637,11,YELLOW,RED,YELLOW,YELLOW
24638,11,RED,RED,YELLOW,YELLOW
24639,11,RED,RED,YELLOW,YELLOW
24640,11,YELLOW,RED,YELLOW,YELLOW
24641,11,GREEN,GREEN,GREEN,GREEN
24642,11,GREEN,GREEN,GREEN,GREEN
24643,11,GREEN,GREEN,GREEN,GREEN
24644,11,GREEN,GREEN,GREEN,GREEN
24645,11,GREEN,GREEN,GREEN,GREEN
24646,11,GREEN,GREEN,GREEN,GREEN
24647,11,GREEN,GREEN,GREEN,GREEN
24648,11,GREEN,GREEN,GREEN,GREEN
24649,11,GREEN,GREEN,GREEN,GREEN
24650,11,GREEN,GREEN,GREEN,GREEN
24651,11,GREEN,GREEN,GREEN,GREEN
24652,11,GREEN,GREEN,GREEN,GREEN
24653,11,GREEN,GREEN,GREEN,GREEN
24654,11,GREEN,GREEN,GREEN,GREEN
24655,11,GREEN,GREEN,GREEN,GREEN
24656,11,GREEN,GREEN,GREEN,GREEN
24657,11,GREEN,GREEN,GREEN,GREEN
24658,11,RED,RED,YELLOW,YELLOW
24659,11,RED,RED,YELLOW,YELLOW
24660,11,GREEN,GREEN,GREEN,GREEN
24661,11,GREEN,GREEN,GREEN,GREEN
24662,11,GREEN,GREEN,GREEN,GREEN
24663,11,GREEN,GREEN,GREEN,GREEN
24664,11,GREEN,GREEN,GREEN,GREEN
24665,11,GREEN,GREEN,GREEN,GREEN
24666,11,GREEN,GREEN,GREEN,GREEN
24667,11,GREEN,GREEN,GREEN,GREEN
24668,11,GREEN,GREEN,GREEN,GREEN
24669,11,GREEN,GREEN,GREEN,GREEN
24670,11,GREEN,GREEN,GREEN,GREEN
24671,11,GREEN,GREEN,GREEN,GREEN
24672,11,GREEN,GREEN,GREEN,GREEN
24673,11,GREEN,GREEN,GREEN,GREEN
24674,11,GREEN,GREEN,GREEN,GREEN
24675,11,YELLOW,YELLOW,YELLOW,RED
24676,11,GREEN,GREEN,GREEN,YELLOW
24677,11,GREEN,GREEN,GREEN,YELLOW
24678,11,GREEN,GREEN,GREEN,GREEN
24679,11,GREEN,GREEN,GREEN,GREEN
24680,11,GREEN,GREEN,GREEN,GREEN
24681,11,GREEN,GREEN,GREEN,GREEN
24682,11,GREEN,GREEN,GREEN,GREEN
24683,11,GREEN,GREEN,GREEN,GREEN
24684,11,GREEN,GREEN,GREEN,GREEN
24685,11,RED,YELLOW,YELLOW,GREEN
24686,11,YELLOW,YELLOW,RED,YELLOW
24687,11,YELLOW,YELLOW,RED,YELLOW
24688,11,YELLOW,YELLOW,RED,GREEN
24689,11,YELLOW,YELLOW,RED,GREEN
24690,11,GREEN,GREEN,GREEN,GREEN
24691,11,GREEN,GREEN,GREEN,GREEN
24692,11,GREEN,GREEN,GREEN,GREEN
24693,11,GREEN,GREEN,GREEN,GREEN
24694,11,GREEN,GREEN,GREEN,GREEN
24695,11,GREEN,GREEN,GREEN,GREEN
24696,11,GREEN,GREEN,GREEN,GREEN
24697,11,GREEN,GREEN,GREEN,GREEN
24698,11,GREEN,GREEN,GREEN,GREEN
24699,11,GREEN,GREEN,GREEN,GREEN
24700,11,GREEN,GREEN,GREEN,GREEN
24701,11,GREEN,GREEN,GREEN,GREEN
24702,11,GREEN,GREEN,GREEN,GREEN
24703,11,GREEN,GREEN,GREEN,GREEN
24704,11,GREEN,GREEN,GREEN,GREEN
24705,11,GREEN,GREEN,GREEN,GREEN
24706,10,GREEN,GREEN,GREEN,GREEN
24707,10,GREEN,GREEN,GREEN,GREEN
24708,10,GREEN,GREEN,GREEN,GREEN
24709,10,GREEN,GREEN,GREEN,GREEN
24710,10,GREEN,GREEN,GREEN,GREEN
24711,10,GREEN,GREEN,GREEN,GREEN
24712,10,YELLOW,RED,YELLOW,YELLOW
24713,10,GREEN,GREEN,GREEN,YELLOW
24714,10,GREEN,GREEN,GREEN,GREEN
24715,10,GREEN,GREEN,GREEN,GREEN
24716,10,GREEN,GREEN,GREEN,GREEN
24717,10,GREEN,GREEN,GREEN,GREEN
24718,10,GREEN,GREEN,GREEN,GREEN
24719,10,GREEN,GREEN,GREEN,GREEN
24720,10,GREEN,GREEN,GREEN,GREEN
24721,10,GREEN,GREEN,GREEN,GREEN
24722,10,GREEN,GREEN,GREEN,GREEN
24723,10,GREEN,GREEN,GREEN,GREEN
24724,10,GREEN,GREEN,GREEN,GREEN
24725,10,GREEN,GREEN,GREEN,GREEN
24726,10,GREEN,GREEN,GREEN,GREEN
24727,10,GREEN,GREEN,GREEN,GREEN
24728,10,GREEN,GREEN,GREEN,GREEN
24729,10,GREEN,GREEN,GREEN,GREEN
24730,10,GREEN,GREEN,GREEN,GREEN
24731,10,GREEN,GREEN,GREEN,GREEN
24732,10,GREEN,YELLOW,YELLOW,GREEN
24733,10,GREEN,GREEN,GREEN,GREEN
24734,10,GREEN,GREEN,GREEN,GREEN
24735,10,GREEN,GREEN,GREEN,GREEN
24736,10,GREEN,GREEN,GREEN,GREEN
24737,10,GREEN,GREEN,GREEN,GREEN
24738,10,GREEN,GREEN,GREEN,GREEN
24739,10,GREEN,GREEN,GREEN,GREEN
24740,10,GREEN,GREEN,GREEN,GREEN
24741,10,RED,RED,YELLOW,YELLOW
24742,10,RED,RED,YELLOW,YELLOW
24743,10,YELLOW,YELLOW,YELLOW,RED
24744,10,GREEN,GREEN,GREEN,GREEN
24745,10,GREEN,GREEN,GREEN,GREEN
24746,10,GREEN,GREEN,GREEN,GREEN
24747,10,GREEN,GREEN,GREEN,GREEN
24748,10,GREEN,GREEN,GREEN,GREEN
24749,10,GREEN,GREEN,GREEN,GREEN
24750,10,GREEN,GREEN,GREEN,GREEN
24751,10,GREEN,GREEN,GREEN,GREEN
24752,10,GREEN,GREEN,GREEN,GREEN
24753,10,GREEN,GREEN,GREEN,GREEN
24754,10,GREEN,GREEN,GREEN,GREEN
24755,10,GREEN,GREEN,GREEN,GREEN
24756,10,GREEN,GREEN,GREEN,GREEN
24757,10,GREEN,GREEN,GREEN,GREEN
24758,10,GREEN,GREEN,GREEN,GREEN
24759,10,YELLOW,YELLOW,RED,RED
24760,10,YELLOW,YELLOW,YELLOW,YELLOW
24761,10,GREEN,GREEN,YELLOW,YELLOW
24762,10,GREEN,GREEN,GREEN,YELLOW
24763,10,GREEN,GREEN,GREEN,GREEN
24764,10,GREEN,GREEN,GREEN,GREEN
24765,10,GREEN,GREEN,GREEN,GREEN
24766,10,GREEN,GREEN,GREEN,GREEN
24767,10,GREEN,GREEN,GREEN,GREEN
24768,10,GREEN,GREEN,GREEN,GREEN
24769,10,GREEN,GREEN,GREEN,GREEN
24770,10,RED,YELLOW,YELLOW,YELLOW
24771,10,RED,YELLOW,YELLOW,YELLOW
24772,10,RED,YELLOW,YELLOW,YELLOW
24773,10,RED,YELLOW,YELLOW,YELLOW
24774,10,RED,YELLOW,YELLOW,YELLOW
24775,10,YELLOW,YELLOW,RED,GREEN
24776,10,YELLOW,YELLOW,GREEN,RED
24777,10,YELLOW,YELLOW,GREEN,YELLOW
24778,10,GREEN,GREEN,GREEN,GREEN
24779,10,GREEN,GREEN,GREEN,GREEN
24780,10,GREEN,GREEN,GREEN,GREEN
24781,10,GREEN,GREEN,GREEN,GREEN
24782,10,GREEN,GREEN,GREEN,GREEN
24783,10,GREEN,GREEN,GREEN,GREEN
24784,10,GREEN,GREEN,GREEN,GREEN
24785,10,GREEN,GREEN,GREEN,GREEN
24786,10,GREEN,GREEN,GREEN,GREEN
24787,10,GREEN,GREEN,GREEN,GREEN
24788,10,GREEN,GREEN,GREEN,GREEN
24789,10,GREEN,GREEN,GREEN,GREEN
24790,10,GREEN,GREEN,GREEN,GREEN
24791,10,GREEN,GREEN,GREEN,GREEN
24792,10,GREEN,GREEN,GREEN,GREEN
24793,10,GREEN,GREEN,GREEN,GREEN
24794,10,GREEN,GREEN,GREEN,GREEN
24795,10,GREEN,GREEN,GREEN,GREEN
24796,10,GREEN,GREEN,GREEN,GREEN
24797,10,GREEN,GREEN,GREEN,GREEN
24798,10,GREEN,GREEN,GREEN,GREEN
24799,10,GREEN,GREEN,GREEN,GREEN
24800,10,GREEN,GREEN,GREEN,GREEN
24801,9,GREEN,GREEN,GREEN,GREEN
24802,9,GREEN,GREEN,GREEN,GREEN
24803,9,GREEN,GREEN,GREEN,GREEN
24804,9,GREEN,GREEN,GREEN,GREEN
24805,9,YELLOW,YELLOW,RED,YELLOW
24806,9,GREEN,GREEN,GREEN,GREEN
24807,9,GREEN,GREEN,GREEN,GREEN
24808,9,GREEN,GREEN,GREEN,GREEN
24809,9,GREEN,GREEN,GREEN,GREEN
24810,9,GREEN,GREEN,GREEN,GREEN
24811,9,GREEN,GREEN,GREEN,GREEN
24812,9,GREEN,GREEN,GREEN,GREEN
24813,9,YELLOW,YELLOW,YELLOW,RED
24814,9,GREEN,GREEN,GREEN,GREEN
24815,9,GREEN,GREEN,GREEN,GREEN
24816,9,GREEN,GREEN,GREEN,GREEN
24817,9,GREEN,GREEN,GREEN,GREEN
24818,9,GREEN,GREEN,GREEN,GREEN
24819,9,GREEN,GREEN,GREEN,GREEN
24820,9,YELLOW,YELLOW,RED,YELLOW
24821,9,YELLOW,YELLOW,RED,YELLOW
24822,9,YELLOW,YELLOW,YELLOW,RED
24823,9,GREEN,YELLOW,YELLOW,RED
24824,9,GREEN,GREEN,GREEN,YELLOW
24825,9,GREEN,GREEN,GREEN,GREEN
24826,9,GREEN,GREEN,GREEN,GREEN
24827,9,GREEN,GREEN,GREEN,GREEN
24828,9,YELLOW,RED,YELLOW,YELLOW
24829,9,YELLOW,RED,YELLOW,YELLOW
24830,9,YELLOW,YELLOW,YELLOW,YELLOW
24831,9,YELLOW,YELLOW,YELLOW,YELLOW
24832,9,GREEN,YELLOW,YELLOW,GREEN
24833,9,GREEN,GREEN,GREEN,GREEN
24834,9,GREEN,GREEN,GREEN,GREEN
24835,9,GREEN,GREEN,GREEN,GREEN
24836,9,GREEN,GREEN,GREEN,GREEN
24837,9,GREEN,GREEN,GREEN,GREEN
24838,9,RED,YELLOW,YELLOW,YELLOW
24839,9,YELLOW,YELLOW,RED,RED
24840,9,YELLOW,YELLOW,RED,YELLOW
24841,9,YELLOW,YELLOW,RED,YELLOW
24842,9,YELLOW,YELLOW,YELLOW,RED
24843,9,YELLOW,YELLOW,GREEN,YELLOW
24844,9,GREEN,GREEN,GREEN,GREEN
24845,9,GREEN,GREEN,GREEN,GREEN
24846,9,GREEN,GREEN,GREEN,GREEN
24847,9,GREEN,GREEN,GREEN,GREEN
24848,9,GREEN,GREEN,GREEN,GREEN
24849,9,GREEN,GREEN,YELLOW,GREEN
24850,9,GREEN,YELLOW,YELLOW,YELLOW
24851,9,YELLOW,YELLOW,RED,YELLOW
24852,9,YELLOW,YELLOW,YELLOW,YELLOW
24853,9,GREEN,YELLOW,YELLOW,YELLOW
24854,9,GREEN,YELLOW,YELLOW,GREEN
24855,9,GREEN,GREEN,GREEN,GREEN
24856,9,GREEN,GREEN,GREEN,GREEN
24857,9,GREEN,GREEN,GREEN,GREEN
24858,9,GREEN,GREEN,GREEN,GREEN
24859,9,GREEN,GREEN,GREEN,GREEN
24860,9,GREEN,GREEN,GREEN,GREEN
24861,9,GREEN,GREEN,GREEN,GREEN
24862,9,GREEN,YELLOW,YELLOW,RED
24863,9,YELLOW,YELLOW,RED,RED
24864,9,YELLOW,YELLOW,YELLOW,RED
24865,9,GREEN,GREEN,GREEN,YELLOW
24866,9,GREEN,GREEN,GREEN,GREEN
24867,9,GREEN,GREEN,GREEN,GREEN
24868,9,GREEN,GREEN,GREEN,GREEN
24869,9,GREEN,GREEN,GREEN,GREEN
24870,9,GREEN,GREEN,GREEN,GREEN
24871,9,GREEN,GREEN,GREEN,GREEN
24872,9,GREEN,GREEN,GREEN,GREEN
24873,9,YELLOW,YELLOW,YELLOW,YELLOW
24874,9,GREEN,GREEN,GREEN,GREEN
24875,9,GREEN,GREEN,GREEN,GREEN
24876,9,GREEN,GREEN,GREEN,GREEN
24877,9,YELLOW,GREEN,GREEN,RED
24878,9,YELLOW,GREEN,GREEN,RED
24879,9,RED,GREEN,YELLOW,YELLOW
24880,9,GREEN,GREEN,GREEN,GREEN
24881,9,GREEN,GREEN,GREEN,GREEN
24882,9,GREEN,GREEN,GREEN,GREEN
24883,9,GREEN,GREEN,GREEN,GREEN
24884,9,GREEN,GREEN,GREEN,GREEN
24885,9,GREEN,GREEN,GREEN,GREEN
24886,9,GREEN,GREEN,GREEN,GREEN
24887,9,YELLOW,YELLOW,RED,RED
24888,9,YELLOW,YELLOW,YELLOW,YELLOW
24889,9,GREEN,GREEN,GREEN,GREEN
24890,9,GREEN,GREEN,GREEN,GREEN
24891,9,YELLOW,YELLOW,RED,YELLOW
24892,9,YELLOW,RED,YELLOW,YELLOW
24893,9,GREEN,RED,GREEN,GREEN
24894,9,YELLOW,GREEN,YELLOW,YELLOW
24895,9,GREEN,GREEN,GREEN,GREEN
24896,9,GREEN,GREEN,GREEN,GREEN
24897,9,GREEN,GREEN,GREEN,GREEN
24898,9,GREEN,GREEN,GREEN,GREEN
24899,9,GREEN,GREEN,GREEN,GREEN
24900,9,YELLOW,YELLOW,YELLOW,RED
24901,9,YELLOW,YELLOW,RED,RED
24902,9,YELLOW,YELLOW,RED,RED
24903,9,RED,YELLOW,YELLOW,YELLOW
24904,9,GREEN,GREEN,GREEN,GREEN
24905,9,GREEN,GREEN,GREEN,GREEN
24906,9,GREEN,GREEN,GREEN,GREEN
24907,9,GREEN,GREEN,GREEN,GREEN
24908,9,GREEN,GREEN,GREEN,GREEN
24909,9,GREEN,GREEN,GREEN,GREEN
24910,9,GREEN,GREEN,GREEN,GREEN
24911,9,GREEN,GREEN,GREEN,GREEN
24912,9,YELLOW,YELLOW,RED,YELLOW
24913,9,YELLOW,YELLOW,RED,YELLOW
24914,9,YELLOW,YELLOW,RED,RED
24915,9,GREEN,GREEN,GREEN,GREEN
24916,8,YELLOW,YELLOW,YELLOW,RED
24917,8,YELLOW,RED,YELLOW,YELLOW
24918,8,GREEN,GREEN,GREEN,GREEN
24919,8,GREEN,GREEN,GREEN,GREEN
24920,8,GREEN,GREEN,GREEN,GREEN
24921,8,GREEN,GREEN,GREEN,GREEN
24922,8,GREEN,GREEN,GREEN,GREEN
24923,8,GREEN,GREEN,GREEN,GREEN
24924,8,GREEN,GREEN,GREEN,GREEN
24925,8,GREEN,GREEN,GREEN,GREEN
24926,8,GREEN,GREEN,GREEN,GREEN
24927,8,GREEN,GREEN,GREEN,GREEN
24928,8,GREEN,GREEN,GREEN,GREEN
24929,8,RED,YELLOW,YELLOW,YELLOW
24930,8,YELLOW,YELLOW,RED,YELLOW
24931,8,YELLOW,YELLOW,RED,YELLOW
24932,8,YELLOW,YELLOW,RED,YELLOW
24933,8,YELLOW,YELLOW,RED,YELLOW
24934,8,RED,RED,GREEN,GREEN
24935,8,GREEN,GREEN,GREEN,GREEN
24936,8,GREEN,GREEN,GREEN,GREEN
24937,8,GREEN,GREEN,GREEN,GREEN
24938,8,GREEN,GREEN,GREEN,GREEN
24939,8,GREEN,GREEN,GREEN,GREEN
24940,8,GREEN,GREEN,GREEN,GREEN
24941,8,GREEN,GREEN,GREEN,GREEN
24942,8,GREEN,GREEN,GREEN,GREEN
24943,8,GREEN,GREEN,GREEN,GREEN
24944,8,YELLOW,YELLOW,RED,RED
24945,8,GREEN,GREEN,GREEN,GREEN
24946,8,GREEN,GREEN,GREEN,GREEN
24947,8,GREEN,GREEN,GREEN,GREEN
24948,8,GREEN,GREEN,GREEN,GREEN
24949,8,GREEN,GREEN,GREEN,GREEN
24950,8,GREEN,GREEN,GREEN,GREEN
24951,8,GREEN,GREEN,GREEN,GREEN
24952,8,GREEN,GREEN,GREEN,GREEN
24953,8,YELLOW,YELLOW,GREEN,YELLOW
24954,8,GREEN,GREEN,GREEN,GREEN
24955,8,GREEN,GREEN,GREEN,GREEN
24956,8,GREEN,GREEN,GREEN,GREEN
24957,8,GREEN,GREEN,GREEN,GREEN
24958,8,GREEN,GREEN,GREEN,GREEN
24959,8,GREEN,GREEN,GREEN,GREEN
24960,8,YELLOW,YELLOW,YELLOW,RED
24961,8,GREEN,GREEN,GREEN,GREEN
24962,8,GREEN,GREEN,GREEN,GREEN
24963,8,GREEN,GREEN,GREEN,GREEN
24964,8,GREEN,GREEN,GREEN,GREEN
24965,8,GREEN,GREEN,GREEN,GREEN
24966,8,RED,YELLOW,YELLOW,YELLOW
24967,8,YELLOW,YELLOW,YELLOW,RED
24968,8,RED,YELLOW,YELLOW,YELLOW
24969,8,YELLOW,YELLOW,GREEN,YELLOW
24970,8,GREEN,GREEN,GREEN,GREEN
24971,8,GREEN,GREEN,GREEN,GREEN
24972,8,GREEN,GREEN,GREEN,GREEN
24973,8,GREEN,GREEN,GREEN,GREEN
24974,8,GREEN,GREEN,GREEN,GREEN
24975,8,YELLOW,YELLOW,RED,RED
24976,8,GREEN,GREEN,GREEN,GREEN
24977,8,GREEN,GREEN,GREEN,GREEN
24978,8,GREEN,GREEN,GREEN,GREEN
24979,8,GREEN,GREEN,GREEN,GREEN
24980,8,GREEN,GREEN,GREEN,GREEN
24981,8,GREEN,GREEN,GREEN,GREEN
24982,8,GREEN,GREEN,GREEN,GREEN
24983,8,GREEN,GREEN,GREEN,GREEN
24984,8,GREEN,GREEN,GREEN,GREEN
24985,8,GREEN,GREEN,GREEN,GREEN
24986,8,GREEN,GREEN,GREEN,GREEN
24987,8,GREEN,GREEN,GREEN,GREEN
24988,8,GREEN,GREEN,GREEN,GREEN
24989,8,GREEN,GREEN,GREEN,GREEN
24990,8,GREEN,GREEN,GREEN,GREEN
24991,8,YELLOW,YELLOW,YELLOW,RED
24992,8,GREEN,GREEN,GREEN,GREEN
24993,8,GREEN,GREEN,GREEN,GREEN
24994,8,GREEN,GREEN,GREEN,GREEN
24995,8,GREEN,GREEN,GREEN,GREEN
24996,8,RED,YELLOW,YELLOW,YELLOW
24997,8,YELLOW,RED,YELLOW,YELLOW
24998,8,YELLOW,YELLOW,RED,YELLOW
24999,8,YELLOW,GREEN,GREEN,GREEN
25000,8,GREEN,GREEN,GREEN,GREEN
25001,8,GREEN,GREEN,GREEN,GREEN
25002,8,GREEN,GREEN,GREEN,GREEN
25003,8,GREEN,GREEN,GREEN,GREEN
25004,8,GREEN,GREEN,GREEN,GREEN
25005,8,GREEN,GREEN,GREEN,GREEN
25006,8,YELLOW,YELLOW,YELLOW,RED
25007,8,YELLOW,YELLOW,YELLOW,RED
25008,8,RED,YELLOW,YELLOW,YELLOW
25009,8,GREEN,GREEN,GREEN,GREEN
25010,8,GREEN,GREEN,GREEN,GREEN
25011,8,GREEN,GREEN,GREEN,GREEN
25012,8,GREEN,GREEN,GREEN,GREEN
25013,8,GREEN,GREEN,GREEN,GREEN
25014,8,RED,YELLOW,YELLOW,YELLOW
25015,8,YELLOW,GREEN,GREEN,YELLOW
25016,8,GREEN,GREEN,GREEN,GREEN
25017,8,GREEN,GREEN,GREEN,GREEN
25018,8,GREEN,GREEN,GREEN,GREEN
25019,8,GREEN,GREEN,GREEN,GREEN
25020,8,GREEN,GREEN,GREEN,GREEN
25021,8,GREEN,GREEN,GREEN,GREEN
25022,8,GREEN,GREEN,GREEN,GREEN
25023,8,GREEN,GREEN,GREEN,GREEN
25024,8,GREEN,GREEN,GREEN,GREEN
25025,7,GREEN,GREEN,GREEN,GREEN
25026,7,GREEN,GREEN,GREEN,GREEN
25027,7,GREEN,GREEN,GREEN,GREEN
25028,7,GREEN,GREEN,GREEN,GREEN
25029,7,GREEN,GREEN,GREEN,GREEN
25030,7,GREEN,GREEN,GREEN,GREEN
25031,7,YELLOW,YELLOW,RED,YELLOW
25032,7,GREEN,GREEN,GREEN,GREEN
25033,7,GREEN,GREEN,GREEN,GREEN
25034,7,GREEN,GREEN,GREEN,GREEN
25035,7,GREEN,GREEN,GREEN,GREEN
25036,7,GREEN,GREEN,GREEN,GREEN
25037,7,GREEN,GREEN,GREEN,GREEN
25038,7,GREEN,GREEN,GREEN,GREEN
25039,7,GREEN,GREEN,GREEN,GREEN
25040,7,GREEN,GREEN,GREEN,GREEN
25041,7,GREEN,GREEN,GREEN,GREEN
25042,7,GREEN,GREEN,GREEN,GREEN
25043,7,GREEN,GREEN,GREEN,GREEN
25044,7,GREEN,GREEN,GREEN,GREEN
25045,7,YELLOW,YELLOW,RED,YELLOW
25046,7,GREEN,YELLOW,RED,RED
25047,7,YELLOW,YELLOW,RED,RED
25048,7,YELLOW,YELLOW,RED,RED
25049,7,RED,RED,GREEN,YELLOW
25050,7,GREEN,GREEN,GREEN,GREEN
25051,7,GREEN,GREEN,GREEN,GREEN
25052,7,GREEN,GREEN,GREEN,GREEN
25053,7,YELLOW,YELLOW,RED,RED
25054,7,RED,YELLOW,YELLOW,YELLOW
25055,7,GREEN,GREEN,GREEN,GREEN
25056,7,GREEN,GREEN,GREEN,GREEN
25057,7,GREEN,GREEN,GREEN,GREEN
25058,7,GREEN,GREEN,GREEN,GREEN
25059,7,GREEN,GREEN,GREEN,GREEN
25060,7,GREEN,GREEN,GREEN,GREEN
